time,generation,literals
73.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
73.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
73.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
73.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
73.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
73.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
74.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
75.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
76.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
77.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
78.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
79.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
80.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
81.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
82.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
83.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
84.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
85.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
86.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
87.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.20,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.30,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.40,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.50,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.60,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.70,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.80,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
88.90,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
89.00,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
89.10,1,[12, 1, 2, 13, 3, 5, 16, 6, 7, 8, 9, 10]
